ref_date,gender,empl,emplFull,emplPart,emplRate,labForce,participRate,population,unempl,unemplRate
2013-11,Total - Gender,17691.3,14288.3,3403.0,61.7,19049.8,66.5,28660.5,1358.4,7.1
2013-11,Women+,8385.4,6150.3,2235.1,57.7,8968.7,61.7,14537.8,583.3,6.5
2013-12,Men+,9284.8,8120.3,1164.5,65.7,10087.3,71.4,14133.1,802.6,8.0
2013-12,Total - Gender,17668.9,14253.2,3415.7,61.6,19076.7,66.5,28679.9,1407.8,7.4
2013-12,Women+,8384.1,6132.9,2251.2,57.6,8989.4,61.8,14546.8,605.3,6.7
2014-01,Men+,9297.1,8141.3,1155.8,65.7,10075.3,71.2,14143.5,778.2,7.7
2014-01,Total - Gender,17666.4,14265.5,3400.9,61.6,19051.0,66.4,28699.1,1384.6,7.3
2014-01,Women+,8369.4,6124.2,2245.2,57.5,8975.8,61.7,14555.6,606.4,6.8
2014-02,Men+,9294.2,8147.7,1146.4,65.7,10074.4,71.2,14152.7,780.2,7.7
2014-02,Total - Gender,17662.7,14286.7,3376.0,61.5,19047.5,66.3,28716.5,1384.8,7.3
2014-02,Women+,8368.5,6139.0,2229.5,57.5,8973.1,61.6,14563.8,604.6,6.7
2014-03,Men+,9317.0,8137.1,1179.9,65.8,10076.1,71.1,14165.4,759.1,7.5
2014-03,Total - Gender,17699.4,14263.5,3435.9,61.6,19051.2,66.3,28740.8,1351.8,7.1
2014-03,Women+,8382.4,6126.4,2256.0,57.5,8975.1,61.6,14575.3,592.7,6.6
2014-04,Men+,9305.2,8129.9,1175.3,65.6,10065.4,71.0,14181.5,760.2,7.6
2014-04,Total - Gender,17691.2,14249.2,3442.1,61.5,19050.3,66.2,28771.7,1359.0,7.1
2014-04,Women+,8386.1,6119.3,2266.8,57.5,8984.9,61.6,14590.2,598.8,6.7
2014-05,Men+,9291.1,8127.5,1163.6,65.5,10065.1,70.9,14195.5,774.0,7.7
2014-05,Total - Gender,17687.7,14223.8,3463.9,61.4,19079.8,66.3,28798.2,1392.1,7.3
2014-05,Women+,8396.6,6096.3,2300.3,57.5,9014.7,61.7,14602.7,618.1,6.9
2014-06,Men+,9307.4,8186.3,1121.1,65.5,10081.5,70.9,14213.1,774.1,7.7
2014-06,Total - Gender,17720.5,14296.9,3423.6,61.5,19098.6,66.2,28832.0,1378.1,7.2
2014-06,Women+,8413.1,6110.6,2302.5,57.5,9017.0,61.7,14618.9,604.0,6.7
2014-07,Men+,9331.7,8150.5,1181.3,65.6,10100.2,71.0,14226.0,768.5,7.6
2014-07,Total - Gender,17771.9,14280.8,3491.1,61.6,19130.6,66.3,28857.3,1358.7,7.1
2014-07,Women+,8440.2,6130.3,2309.8,57.7,9030.4,61.7,14631.4,590.2,6.5
2014-08,Men+,9333.7,8150.0,1183.7,65.6,10087.1,70.9,14236.0,753.3,7.5
2014-08,Total - Gender,17723.7,14250.5,3473.2,61.4,19059.8,66.0,28877.3,1336.1,7.0
2014-08,Women+,8390.0,6100.4,2289.6,57.3,8972.8,61.3,14641.4,582.8,6.5
2014-09,Men+,9344.8,8190.7,1154.1,65.6,10114.9,71.0,14247.0,770.1,7.6
2014-09,Total - Gender,17756.0,14320.4,3435.6,61.4,19097.3,66.1,28898.8,1341.4,7.0
2014-09,Women+,8411.2,6129.7,2281.5,57.4,8982.4,61.3,14651.7,571.2,6.4
2014-10,Men+,9375.4,8195.7,1179.6,65.8,10109.2,70.9,14254.9,733.8,7.3
2014-10,Total - Gender,17782.2,14330.3,3451.8,61.5,19083.5,66.0,28913.9,1301.4,6.8
2014-10,Women+,8406.8,6134.6,2272.2,57.3,8974.3,61.2,14659.0,567.5,6.3
2014-11,Men+,9373.7,8182.0,1191.8,65.7,10096.2,70.8,14263.0,722.5,7.2
2014-11,Total - Gender,17784.5,14302.1,3482.4,61.5,19084.7,66.0,28929.6,1300.2,6.8
2014-11,Women+,8410.7,6120.1,2290.6,57.3,8988.5,61.3,14666.7,577.8,6.4
2014-12,Men+,9424.4,8217.4,1207.0,66.0,10130.6,71.0,14270.7,706.2,7.0
2014-12,Total - Gender,17821.7,14388.2,3433.5,61.6,19094.2,66.0,28944.1,1272.5,6.7
2014-12,Women+,8397.2,6170.8,2226.5,57.2,8963.5,61.1,14673.5,566.3,6.3
2015-01,Men+,9393.3,8188.4,1204.9,65.8,10121.4,70.9,14275.9,728.1,7.2
2015-01,Total - Gender,17813.1,14395.8,3417.3,61.5,19106.3,66.0,28954.2,1293.2,6.8
2015-01,Women+,8419.8,6207.4,2212.4,57.4,8984.9,61.2,14678.3,565.0,6.3
2015-02,Men+,9384.1,8208.1,1175.9,65.7,10139.3,71.0,14282.3,755.2,7.4
2015-02,Total - Gender,17827.2,14412.9,3414.3,61.5,19148.1,66.1,28965.9,1320.8,6.9
2015-02,Women+,8443.1,6204.7,2238.4,57.5,9008.8,61.4,14683.6,565.7,6.3
2015-03,Men+,9395.4,8218.2,1177.2,65.7,10144.8,71.0,14290.4,749.3,7.4
2015-03,Total - Gender,17854.1,14431.1,3423.0,61.6,19183.9,66.2,28981.9,1329.8,6.9
2015-03,Women+,8458.7,6212.9,2245.8,57.6,9039.1,61.5,14691.5,580.5,6.4
2015-04,Men+,9376.6,8233.7,1142.9,65.6,10137.8,70.9,14299.9,761.2,7.5
2015-04,Total - Gender,17819.4,14424.4,3395.0,61.4,19156.6,66.1,29000.4,1337.2,7.0
2015-04,Women+,8442.8,6190.7,2252.1,57.4,9018.8,61.4,14700.5,576.0,6.4
2015-05,Men+,9397.9,8246.5,1151.3,65.7,10158.1,71.0,14310.1,760.2,7.5
2015-05,Total - Gender,17843.7,14442.9,3400.8,61.5,19168.4,66.1,29020.2,1324.7,6.9
2015-05,Women+,8445.8,6196.4,2249.4,57.4,9010.4,61.3,14710.2,564.5,6.3
2015-06,Men+,9415.0,8272.0,1143.0,65.7,10166.6,71.0,14324.2,751.6,7.4
2015-06,Total - Gender,17836.7,14501.6,3335.1,61.4,19163.3,66.0,29048.8,1326.6,6.9
2015-06,Women+,8421.6,6229.6,2192.1,57.2,8996.7,61.1,14724.6,575.1,6.4
2015-07,Men+,9421.5,8279.7,1141.8,65.7,10189.4,71.1,14337.0,767.8,7.5
2015-07,Total - Gender,17863.3,14521.0,3342.3,61.4,19199.2,66.0,29074.3,1336.0,7.0
2015-07,Women+,8441.8,6241.3,2200.4,57.3,9009.9,61.1,14737.2,568.1,6.3
2015-08,Men+,9432.5,8279.7,1152.8,65.7,10216.0,71.2,14349.9,783.6,7.7
2015-08,Total - Gender,17889.0,14538.8,3350.2,61.5,19247.3,66.1,29099.5,1358.3,7.1
2015-08,Women+,8456.5,6259.1,2197.4,57.3,9031.3,61.2,14749.6,574.8,6.4
2015-09,Men+,9428.5,8259.3,1169.2,65.6,10210.5,71.1,14365.2,782.0,7.7
2015-09,Total - Gender,17890.2,14486.8,3403.4,61.4,19258.6,66.1,29129.5,1368.4,7.1
2015-09,Women+,8461.7,6227.5,2234.1,57.3,9048.1,61.3,14764.3,586.4,6.5
2015-10,Men+,9435.8,8268.0,1167.8,65.6,10206.6,71.0,14376.9,770.8,7.6
2015-10,Total - Gender,17899.1,14513.4,3385.7,61.4,19250.6,66.0,29152.4,1351.5,7.0
2015-10,Women+,8463.2,6245.4,2217.9,57.3,9043.9,61.2,14775.5,580.7,6.4
2015-11,Men+,9400.7,8245.6,1155.2,65.3,10191.8,70.8,14387.7,791.1,7.8
2015-11,Total - Gender,17872.6,14539.0,3333.6,61.3,19246.8,66.0,29173.1,1374.2,7.1
2015-11,Women+,8471.9,6293.4,2178.5,57.3,9055.0,61.2,14785.4,583.1,6.4
2015-12,Men+,9387.1,8238.6,1148.5,65.2,10200.0,70.8,14398.0,812.9,8.0
2015-12,Total - Gender,17867.4,14482.7,3384.7,61.2,19264.8,66.0,29193.6,1397.4,7.3
2015-12,Women+,8480.3,6244.1,2236.2,57.3,9064.8,61.3,14795.5,584.5,6.4
2016-01,Men+,9385.6,8213.4,1172.2,65.1,10195.1,70.7,14411.2,809.5,7.9
2016-01,Total - Gender,17871.6,14481.6,3390.0,61.2,19267.7,65.9,29218.7,1396.1,7.2
2016-01,Women+,8486.0,6268.3,2217.7,57.3,9072.5,61.3,14807.5,586.6,6.5
2016-02,Men+,9402.9,8226.4,1176.6,65.2,10223.9,70.9,14426.6,821.0,8.0
2016-02,Total - Gender,17889.0,14466.9,3422.2,61.2,19297.1,66.0,29249.3,1408.1,7.3
2016-02,Women+,8486.1,6240.5,2245.6,57.3,9073.2,61.2,14822.7,587.1,6.5
2016-03,Men+,9381.6,8219.0,1162.5,65.0,10196.4,70.6,14439.3,814.9,8.0
2016-03,Total - Gender,17892.8,14487.5,3405.3,61.1,19290.0,65.9,29274.3,1397.2,7.2
2016-03,Women+,8511.2,6268.5,2242.7,57.4,9093.5,61.3,14835.0,582.3,6.4
2016-04,Men+,9394.0,8208.6,1185.4,65.0,10214.2,70.7,14451.8,820.2,8.0
2016-04,Total - Gender,17919.7,14464.8,3454.9,61.2,19333.5,66.0,29298.9,1413.8,7.3
2016-04,Women+,8525.7,6256.2,2269.5,57.4,9119.3,61.4,14847.1,593.6,6.5
2016-05,Men+,9428.3,8224.8,1203.6,65.2,10209.1,70.6,14469.5,780.7,7.6
2016-05,Total - Gender,17947.4,14519.6,3427.8,61.2,19309.5,65.8,29333.5,1362.1,7.1
2016-05,Women+,8519.0,6294.8,2224.2,57.3,9100.4,61.2,14864.0,581.4,6.4
2016-06,Men+,9420.3,8200.8,1219.4,65.0,10198.1,70.4,14485.7,777.8,7.6
2016-06,Total - Gender,17954.5,14499.4,3455.1,61.1,19299.6,65.7,29366.1,1345.1,7.0
2016-06,Women+,8534.3,6298.6,2235.7,57.4,9101.5,61.2,14880.5,567.2,6.2
2016-07,Men+,9431.7,8212.2,1219.5,65.0,10204.6,70.4,14503.8,773.0,7.6
2016-07,Total - Gender,17943.2,14472.3,3470.9,61.0,19290.0,65.6,29400.7,1346.8,7.0
2016-07,Women+,8511.5,6260.2,2251.3,57.1,9085.3,61.0,14896.9,573.8,6.3
2016-08,Men+,9457.1,8226.3,1230.9,65.1,10232.3,70.5,14521.1,775.2,7.6
2016-08,Total - Gender,17994.2,14530.7,3463.5,61.1,19329.1,65.7,29436.7,1334.9,6.9
2016-08,Women+,8537.1,6304.4,2232.6,57.2,9096.7,61.0,14915.7,559.7,6.2
2016-09,Men+,9476.4,8220.5,1255.9,65.2,10256.5,70.6,14535.8,780.1,7.6
2016-09,Total - Gender,18032.5,14525.6,3506.9,61.2,19385.3,65.8,29465.7,1352.7,7.0
2016-09,Women+,8556.1,6305.2,2251.0,57.3,9128.8,61.1,14929.9,572.6,6.3
2016-10,Men+,9479.2,8222.9,1256.2,65.2,10250.7,70.5,14549.7,771.6,7.5
2016-10,Total - Gender,18051.2,14490.3,3561.0,61.2,19392.2,65.8,29492.9,1341.0,6.9
2016-10,Women+,8572.1,6267.4,2304.7,57.4,9141.5,61.2,14943.3,569.4,6.2
2016-11,Men+,9502.6,8245.5,1257.1,65.3,10271.4,70.5,14562.7,768.7,7.5
2016-11,Total - Gender,18076.0,14511.1,3564.9,61.2,19402.5,65.7,29518.3,1326.5,6.8
2016-11,Women+,8573.4,6265.6,2307.8,57.3,9131.1,61.1,14955.6,557.7,6.1
2016-12,Men+,9525.8,8267.0,1258.8,65.4,10288.4,70.6,14575.0,762.6,7.4
2016-12,Total - Gender,18104.0,14558.2,3545.8,61.3,19453.1,65.8,29542.6,1349.1,6.9
2016-12,Women+,8578.2,6291.2,2287.0,57.3,9164.6,61.2,14967.5,586.4,6.4
2017-01,Men+,9543.3,8285.1,1258.3,65.4,10310.3,70.7,14591.7,767.0,7.4
2017-01,Total - Gender,18172.5,14581.5,3591.0,61.4,19511.5,66.0,29575.4,1339.1,6.9
2017-01,Women+,8629.2,6296.4,2332.8,57.6,9201.2,61.4,14983.7,572.1,6.2
2017-02,Men+,9580.9,8292.8,1288.2,65.6,10318.7,70.7,14604.7,737.8,7.2
2017-02,Total - Gender,18216.6,14669.4,3547.2,61.5,19512.4,65.9,29601.2,1295.8,6.6
2017-02,Women+,8635.6,6376.6,2259.0,57.6,9193.7,61.3,14996.5,558.1,6.1
2017-03,Men+,9595.0,8291.1,1303.8,65.6,10346.6,70.8,14620.6,751.6,7.3
2017-03,Total - Gender,18241.5,14677.2,3564.3,61.6,19549.1,66.0,29632.8,1307.7,6.7
2017-03,Women+,8646.5,6386.0,2260.5,57.6,9202.6,61.3,15012.1,556.1,6.0
2017-04,Men+,9622.7,8318.6,1304.1,65.7,10349.9,70.7,14636.7,727.2,7.0
2017-04,Total - Gender,18271.6,14711.4,3560.3,61.6,19544.7,65.9,29664.6,1273.0,6.5
2017-04,Women+,8648.9,6392.8,2256.2,57.6,9194.8,61.2,15027.9,545.9,5.9
2017-05,Men+,9627.9,8344.2,1283.7,65.7,10378.0,70.8,14657.1,750.1,7.2
2017-05,Total - Gender,18312.9,14765.6,3547.3,61.6,19615.7,66.0,29705.0,1302.8,6.6
2017-05,Women+,8685.0,6421.4,2263.6,57.7,9237.7,61.4,15047.9,552.7,6.0
2017-06,Men+,9648.6,8377.8,1270.8,65.8,10365.9,70.6,14674.4,717.2,6.9
2017-06,Total - Gender,18371.4,14805.8,3565.6,61.8,19647.3,66.1,29739.5,1275.9,6.5
2017-06,Women+,8722.8,6428.0,2294.8,57.9,9281.4,61.6,15065.1,558.6,6.0
2017-07,Men+,9678.9,8415.4,1263.4,65.9,10365.1,70.5,14693.3,686.2,6.6
2017-07,Total - Gender,18416.9,14878.6,3538.3,61.9,19653.7,66.0,29776.2,1236.7,6.3
2017-07,Women+,8738.1,6463.2,2274.9,57.9,9288.5,61.6,15083.0,550.5,5.9
2017-08,Men+,9710.9,8451.6,1259.3,66.0,10388.1,70.6,14716.7,677.2,6.5
2017-08,Total - Gender,18436.4,14802.6,3633.8,61.8,19661.7,65.9,29821.4,1225.3,6.2
2017-08,Women+,8725.5,6351.0,2374.5,57.8,9273.7,61.4,15104.6,548.1,5.9
2017-09,Men+,9697.0,8477.5,1219.4,65.8,10390.9,70.5,14734.8,693.9,6.7
2017-09,Total - Gender,18442.5,14920.4,3522.1,61.8,19668.0,65.9,29855.7,1225.5,6.2
2017-09,Women+,8745.5,6442.9,2302.7,57.8,9277.1,61.4,15120.8,531.5,5.7
2017-10,Men+,9731.7,8498.1,1233.6,66.0,10424.1,70.7,14752.5,692.4,6.6
2017-10,Total - Gender,18475.1,14940.2,3534.9,61.8,19721.9,66.0,29889.3,1246.8,6.3
2017-10,Women+,8743.4,6442.1,2301.3,57.8,9297.8,61.4,15136.7,554.3,6.0
2017-11,Men+,9775.1,8519.4,1255.7,66.2,10447.9,70.7,14769.6,672.8,6.4
2017-11,Total - Gender,18550.5,14991.0,3559.6,62.0,19766.2,66.1,29921.7,1215.7,6.2
2017-11,Women+,8775.4,6471.6,2303.9,57.9,9318.4,61.5,15152.1,543.0,5.8
2017-12,Men+,9813.7,8526.8,1287.0,66.4,10482.0,70.9,14786.2,668.3,6.4
2017-12,Total - Gender,18619.7,15007.8,3611.9,62.2,19818.0,66.2,29953.3,1198.3,6.0
2017-12,Women+,8806.0,6481.0,2325.0,58.1,9336.0,61.6,15167.1,530.0,5.7
2018-01,Men+,9799.8,8558.0,1241.8,66.2,10448.6,70.6,14809.3,648.8,6.2
2018-01,Total - Gender,18576.8,15067.7,3509.1,61.9,19745.7,65.8,29996.8,1168.9,5.9
2018-01,Women+,8777.1,6509.8,2267.3,57.8,9297.2,61.2,15187.6,520.1,5.6
2018-02,Men+,9791.6,8548.0,1243.6,66.0,10452.7,70.5,14825.5,661.2,6.3
2018-02,Total - Gender,18570.3,15032.6,3537.7,61.8,19758.5,65.8,30027.7,1188.3,6.0
2018-02,Women+,8778.7,6484.6,2294.1,57.7,9305.8,61.2,15202.2,527.1,5.7
2018-03,Men+,9828.7,8591.0,1237.8,66.2,10474.7,70.6,14844.9,645.9,6.2
2018-03,Total - Gender,18630.1,15118.7,3511.4,62.0,19785.1,65.8,30065.1,1155.0,5.8
2018-03,Women+,8801.4,6527.8,2273.6,57.8,9310.4,61.2,15220.2,509.1,5.5
2018-04,Men+,9811.4,8617.9,1193.6,66.0,10455.3,70.3,14869.7,643.9,6.2
2018-04,Total - Gender,18613.0,15161.9,3451.1,61.8,19757.1,65.6,30112.8,1144.1,5.8
2018-04,Women+,8801.5,6544.0,2257.5,57.7,9301.8,61.0,15243.1,500.3,5.4
2018-05,Men+,9814.3,8587.1,1227.2,65.9,10448.9,70.2,14890.3,634.6,6.1
2018-05,Total - Gender,18621.7,15115.3,3506.4,61.8,19781.9,65.6,30152.1,1160.2,5.9
2018-05,Women+,8807.4,6528.2,2279.2,57.7,9333.0,61.2,15261.8,525.6,5.6
2018-06,Men+,9852.3,8607.0,1245.3,66.1,10500.9,70.4,14911.8,648.6,6.2
2018-06,Total - Gender,18677.6,15142.6,3535.0,61.9,19861.2,65.8,30193.1,1183.6,6.0
2018-06,Women+,8825.3,6535.6,2289.7,57.8,9360.3,61.3,15281.3,535.0,5.7
2018-07,Men+,9856.2,8622.0,1234.2,66.0,10512.5,70.4,14936.4,656.3,6.2
2018-07,Total - Gender,18763.9,15191.0,3573.0,62.0,19936.4,65.9,30241.0,1172.4,5.9
2018-07,Women+,8907.7,6569.0,2338.7,58.2,9423.8,61.6,15304.6,516.1,5.5
2018-08,Men+,9810.2,8594.7,1215.5,65.6,10467.8,70.0,14952.6,657.5,6.3
2018-08,Total - Gender,18704.7,15199.2,3505.5,61.8,19900.9,65.7,30273.2,1196.2,6.0
2018-08,Women+,8894.4,6604.4,2290.0,58.1,9433.2,61.6,15320.6,538.7,5.7
2018-09,Men+,9883.8,8617.9,1265.9,66.0,10506.3,70.2,14968.8,622.5,5.9
2018-09,Total - Gender,18797.5,15197.5,3600.0,62.0,19948.1,65.8,30305.2,1150.6,5.8
2018-09,Women+,8913.7,6579.6,2334.1,58.1,9441.8,61.6,15336.4,528.2,5.6
2018-10,Men+,9879.8,8620.6,1259.2,65.9,10496.6,70.0,14985.2,616.8,5.9
2018-10,Total - Gender,18814.9,15254.1,3560.9,62.0,19933.4,65.7,30337.3,1118.4,5.6
2018-10,Women+,8935.2,6633.4,2301.7,58.2,9436.8,61.5,15352.1,501.7,5.3
2018-11,Men+,9922.6,8669.9,1252.8,66.2,10551.1,70.3,15000.0,628.4,6.0
2018-11,Total - Gender,18869.4,15289.6,3579.9,62.1,20006.0,65.9,30366.4,1136.5,5.7
2018-11,Women+,8946.8,6619.7,2327.1,58.2,9454.9,61.5,15366.4,508.1,5.4
2018-12,Men+,9930.5,8682.4,1248.0,66.1,10554.1,70.3,15014.2,623.6,5.9
2018-12,Total - Gender,18892.8,15300.3,3592.4,62.2,20022.6,65.9,30393.7,1129.8,5.6
2018-12,Women+,8962.3,6617.9,2344.4,58.3,9468.5,61.6,15379.5,506.2,5.3
2019-01,Men+,9956.3,8664.2,1292.1,66.2,10602.6,70.5,15031.7,646.3,6.1
2019-01,Total - Gender,18920.5,15281.4,3639.1,62.2,20068.3,66.0,30427.8,1147.8,5.7
2019-01,Women+,8964.2,6617.2,2347.1,58.2,9465.7,61.5,15396.1,501.5,5.3
2019-02,Men+,9963.0,8684.3,1278.7,66.2,10631.9,70.7,15043.7,669.0,6.3
2019-02,Total - Gender,18965.7,15339.1,3626.6,62.3,20130.7,66.1,30450.9,1165.0,5.8
2019-02,Women+,9002.7,6654.8,2348.0,58.4,9498.8,61.7,15407.2,496.1,5.2
2019-03,Men+,9969.4,8704.7,1264.7,66.2,10628.3,70.6,15058.6,658.9,6.2
2019-03,Total - Gender,18932.9,15345.2,3587.7,62.1,20109.1,66.0,30479.8,1176.2,5.8
2019-03,Women+,8963.5,6640.5,2323.1,58.1,9480.9,61.5,15421.3,517.3,5.5
2019-04,Men+,10034.8,8720.6,1314.1,66.5,10680.0,70.8,15078.9,645.2,6.0
2019-04,Total - Gender,19053.7,15410.3,3643.5,62.4,20208.2,66.2,30519.6,1154.5,5.7
2019-04,Women+,9019.0,6689.6,2329.3,58.4,9528.3,61.7,15440.7,509.3,5.3
2019-05,Men+,10026.4,8714.3,1312.2,66.4,10659.4,70.6,15096.7,632.9,5.9
2019-05,Total - Gender,19067.3,15433.9,3633.4,62.4,20170.4,66.0,30554.4,1103.1,5.5
2019-05,Women+,9040.9,6719.6,2321.3,58.5,9511.0,61.5,15457.8,470.1,4.9
2019-06,Men+,10026.4,8712.3,1314.0,66.3,10671.4,70.6,15116.3,645.1,6.0
2019-06,Total - Gender,19078.6,15462.4,3616.2,62.4,20199.9,66.0,30593.1,1121.2,5.6
2019-06,Women+,9052.2,6750.1,2302.1,58.5,9528.4,61.6,15476.8,476.2,5.0
2019-07,Men+,10045.4,8725.3,1320.2,66.3,10700.4,70.7,15145.2,655.0,6.1
2019-07,Total - Gender,19072.4,15465.2,3607.2,62.2,20234.5,66.0,30649.4,1162.0,5.7
2019-07,Women+,9027.0,6739.9,2287.1,58.2,9534.1,61.5,15504.2,507.1,5.3
2019-08,Men+,10071.7,8754.5,1317.1,66.4,10739.3,70.8,15168.4,667.6,6.2
2019-08,Total - Gender,19133.9,15513.8,3620.1,62.3,20300.2,66.1,30694.3,1166.3,5.7
2019-08,Women+,9062.3,6759.3,2302.9,58.4,9561.0,61.6,15525.9,498.7,5.2
2019-09,Men+,10071.9,8763.2,1308.7,66.3,10692.3,70.4,15195.7,620.4,5.8
2019-09,Total - Gender,19142.8,15534.5,3608.3,62.3,20282.2,66.0,30747.6,1139.4,5.6
2019-09,Women+,9070.9,6771.3,2299.6,58.3,9589.9,61.7,15551.9,519.0,5.4
2019-10,Men+,10061.1,8760.6,1300.5,66.1,10691.8,70.3,15218.7,630.7,5.9
2019-10,Total - Gender,19130.9,15503.3,3627.6,62.1,20274.5,65.8,30791.8,1143.6,5.6
2019-10,Women+,9069.8,6742.7,2327.1,58.2,9582.8,61.5,15573.1,512.9,5.4
2019-11,Men+,10043.4,8733.7,1309.7,65.9,10708.6,70.3,15239.9,665.1,6.2
2019-11,Total - Gender,19096.8,15470.4,3626.4,61.9,20293.7,65.8,30832.4,1197.0,5.9
2019-11,Women+,9053.4,6736.7,2316.7,58.1,9585.2,61.5,15592.5,531.8,5.5
2019-12,Men+,10089.8,8776.5,1313.3,66.1,10729.5,70.3,15259.1,639.7,6.0
2019-12,Total - Gender,19186.5,15556.6,3629.9,62.2,20326.2,65.8,30868.9,1139.7,5.6
2019-12,Women+,9096.7,6780.1,2316.6,58.3,9596.7,61.5,15609.8,500.0,5.2
2020-01,Men+,10096.6,8804.4,1292.2,66.1,10704.0,70.1,15279.2,607.4,5.7
2020-01,Total - Gender,19204.7,15578.3,3626.4,62.1,20326.2,65.8,30907.3,1121.5,5.5
2020-01,Women+,9108.1,6773.9,2334.2,58.3,9622.2,61.6,15628.1,514.1,5.3
2020-02,Men+,10119.8,8847.6,1272.2,66.1,10778.2,70.4,15299.1,658.4,6.1
2020-02,Total - Gender,19202.9,15607.0,3595.9,62.1,20384.8,65.9,30945.1,1182.0,5.8
2020-02,Women+,9083.1,6759.5,2323.6,58.1,9606.6,61.4,15646.0,523.5,5.4
2020-03,Men+,9673.9,8611.6,1062.3,63.1,10482.8,68.4,15321.8,808.9,7.7
2020-03,Total - Gender,18058.2,15076.9,2981.2,58.3,19725.2,63.7,30988.3,1667.0,8.5
2020-03,Women+,8384.2,6465.3,1918.9,53.5,9242.4,59.0,15666.6,858.1,9.3
2020-04,Men+,8586.1,7705.6,880.6,56.0,9900.2,64.6,15336.0,1314.0,13.3
2020-04,Total - Gender,16085.8,13612.9,2472.9,51.9,18631.6,60.1,31014.2,2545.7,13.7
2020-04,Women+,7499.7,5907.4,1592.3,47.8,8731.4,55.7,15678.2,1231.7,14.1
2020-05,Men+,8813.8,7885.1,928.7,57.4,10257.4,66.8,15348.6,1443.6,14.1
2020-05,Total - Gender,16410.7,13870.2,2540.5,52.9,19131.2,61.6,31037.6,2720.5,14.2
2020-05,Women+,7596.8,5985.1,1611.8,48.4,8873.7,56.6,15689.0,1276.9,14.4
2020-06,Men+,9328.2,8245.0,1083.2,60.7,10645.4,69.3,15366.1,1317.2,12.4
2020-06,Total - Gender,17469.4,14459.3,3010.1,56.2,19977.7,64.3,31070.8,2508.3,12.6
2020-06,Women+,8141.1,6214.3,1926.8,51.8,9332.3,59.4,15704.7,1191.1,12.8
2020-07,Men+,9495.2,8281.0,1214.2,61.7,10742.9,69.8,15381.9,1247.7,11.6
2020-07,Total - Gender,17895.5,14580.9,3314.6,57.5,20094.0,64.6,31100.2,2198.4,10.9
2020-07,Women+,8400.3,6299.9,2100.4,53.4,9351.1,59.5,15718.2,950.8,10.2
2020-08,Men+,9604.1,8368.2,1235.9,62.4,10768.9,69.9,15396.1,1164.7,10.8
2020-08,Total - Gender,18129.3,14714.9,3414.4,58.2,20164.1,64.8,31126.0,2034.8,10.1
2020-08,Women+,8525.2,6346.7,2178.5,54.2,9395.2,59.7,15729.8,870.1,9.3
2020-09,Men+,9795.6,8550.5,1245.1,63.6,10829.6,70.3,15411.8,1034.0,9.5
2020-09,Total - Gender,18555.9,15079.5,3476.5,59.6,20418.3,65.5,31154.4,1862.3,9.1
2020-09,Women+,8760.3,6529.0,2231.3,55.6,9588.6,60.9,15742.6,828.3,8.6
2020-10,Men+,9810.4,8503.0,1307.4,63.6,10830.8,70.2,15421.7,1020.4,9.4
2020-10,Total - Gender,18616.4,15062.3,3554.1,59.7,20451.5,65.6,31172.3,1835.1,9.0
2020-10,Women+,8806.0,6559.3,2246.7,55.9,9620.6,61.1,15750.6,814.6,8.5
2020-11,Men+,9820.0,8555.6,1264.3,63.6,10785.8,69.9,15429.1,965.8,9.0
2020-11,Total - Gender,18650.0,15189.6,3460.4,59.8,20406.8,65.4,31185.8,1756.7,8.6
2020-11,Women+,8830.1,6634.0,2196.1,56.0,9621.0,61.1,15756.7,790.9,8.2
2020-12,Men+,9815.9,8593.7,1222.1,63.6,10783.4,69.9,15433.3,967.5,9.0
2020-12,Total - Gender,18591.7,15217.5,3374.2,59.6,20404.4,65.4,31193.7,1812.7,8.9
2020-12,Women+,8775.8,6623.7,2152.1,55.7,9621.0,61.0,15760.4,845.2,8.8
2021-01,Men+,9763.1,8603.0,1160.1,63.2,10720.8,69.4,15439.2,957.8,8.9
2021-01,Total - Gender,18392.1,15205.6,3186.5,58.9,20255.6,64.9,31203.9,1863.4,9.2
2021-01,Women+,8629.1,6602.6,2026.5,54.7,9534.7,60.5,15764.7,905.6,9.5
2021-02,Men+,9874.1,8632.8,1241.3,63.9,10765.3,69.7,15448.5,891.2,8.3
2021-02,Total - Gender,18632.0,15298.9,3333.1,59.7,20361.0,65.2,31221.9,1729.0,8.5
2021-02,Women+,8757.9,6666.1,2091.8,55.5,9595.7,60.8,15773.4,837.8,8.7
2021-03,Men+,9989.2,8706.8,1282.4,64.6,10838.0,70.1,15455.6,848.8,7.8
2021-03,Total - Gender,18873.0,15454.3,3418.7,60.4,20449.9,65.5,31235.6,1576.9,7.7
2021-03,Women+,8883.8,6747.5,2136.3,56.3,9611.9,60.9,15780.0,728.1,7.6
2021-04,Men+,9891.1,8670.3,1220.9,64.0,10773.7,69.7,15462.0,882.6,8.2
2021-04,Total - Gender,18673.8,15372.5,3301.3,59.8,20350.9,65.1,31248.1,1677.1,8.2
2021-04,Women+,8782.7,6702.2,2080.4,55.6,9577.2,60.7,15786.1,794.5,8.3
2021-05,Men+,9884.1,8667.3,1216.8,63.9,10759.0,69.6,15468.4,874.9,8.1
2021-05,Total - Gender,18623.6,15337.7,3285.9,59.6,20304.8,65.0,31260.4,1681.2,8.3
