ref_date,gender,empl,emplFull,emplPart,emplRate,labForce,participRate,population,unempl,unemplRate
1991-02,Women+,5760.0,4159.6,1600.4,52.8,6368.9,58.4,10914.3,608.9,9.6
1991-03,Men+,7041.0,6352.9,688.1,67.0,7910.2,75.2,10515.7,869.2,11.0
1991-03,Total - Gender,12809.2,10517.2,2292.1,59.7,14308.8,66.7,21443.8,1499.5,10.5
1991-03,Women+,5768.2,4164.3,1603.9,52.8,6398.6,58.6,10928.1,630.4,9.9
1991-04,Men+,7069.7,6353.1,716.6,67.1,7927.1,75.3,10530.0,857.4,10.8
1991-04,Total - Gender,12850.7,10506.1,2344.6,59.8,14326.1,66.7,21475.8,1475.4,10.3
1991-04,Women+,5781.0,4153.0,1628.0,52.8,6399.0,58.5,10945.8,618.0,9.7
1991-05,Men+,7075.9,6374.4,701.6,67.1,7931.2,75.2,10542.1,855.3,10.8
1991-05,Total - Gender,12879.9,10575.5,2304.4,59.9,14347.1,66.7,21502.0,1467.2,10.2
1991-05,Women+,5804.0,4201.1,1602.8,53.0,6415.8,58.5,10960.0,611.9,9.5
1991-06,Men+,7074.7,6367.8,706.9,67.0,7950.0,75.3,10553.9,875.3,11.0
1991-06,Total - Gender,12886.3,10557.5,2328.8,59.9,14396.7,66.9,21528.2,1510.4,10.5
1991-06,Women+,5811.6,4189.7,1621.9,53.0,6446.8,58.7,10974.3,635.1,9.9
1991-07,Men+,7071.8,6347.4,724.4,66.9,7945.7,75.2,10567.5,873.9,11.0
1991-07,Total - Gender,12872.3,10508.3,2364.0,59.7,14383.0,66.7,21553.8,1510.7,10.5
1991-07,Women+,5800.5,4161.0,1639.5,52.8,6437.3,58.6,10986.4,636.8,9.9
1991-08,Men+,7065.3,6333.3,732.0,66.8,7949.6,75.2,10577.2,884.3,11.1
1991-08,Total - Gender,12876.2,10508.8,2367.5,59.7,14388.0,66.7,21571.3,1511.7,10.5
1991-08,Women+,5810.9,4175.4,1635.5,52.9,6438.4,58.6,10994.1,627.4,9.7
1991-09,Men+,7058.5,6327.3,731.2,66.6,7921.9,74.8,10591.0,863.4,10.9
1991-09,Total - Gender,12855.4,10521.6,2333.7,59.5,14333.3,66.4,21595.6,1477.9,10.3
1991-09,Women+,5796.9,4194.3,1602.6,52.7,6411.4,58.3,11004.5,614.6,9.6
1991-10,Men+,7063.5,6333.1,730.3,66.6,7920.6,74.7,10601.8,857.1,10.8
1991-10,Total - Gender,12861.0,10523.0,2338.1,59.5,14340.6,66.3,21614.4,1479.6,10.3
1991-10,Women+,5797.6,4189.8,1607.7,52.6,6420.0,58.3,11012.6,622.4,9.7
1991-11,Men+,7043.9,6316.8,727.1,66.4,7899.3,74.4,10615.0,855.4,10.8
1991-11,Total - Gender,12823.2,10491.4,2331.9,59.3,14304.1,66.1,21638.0,1480.9,10.4
1991-11,Women+,5779.3,4174.5,1604.8,52.4,6404.8,58.1,11023.1,625.5,9.8
1991-12,Men+,7028.5,6323.0,705.5,66.1,7887.8,74.2,10629.0,859.3,10.9
1991-12,Total - Gender,12810.2,10498.1,2312.2,59.1,14286.1,65.9,21663.5,1475.9,10.3
1991-12,Women+,5781.7,4175.1,1606.7,52.4,6398.3,58.0,11034.5,616.5,9.6
1992-01,Men+,7002.1,6262.5,739.6,65.8,7872.7,74.0,10643.1,870.6,11.1
1992-01,Total - Gender,12790.2,10441.5,2348.7,59.0,14280.1,65.8,21689.1,1489.8,10.4
1992-01,Women+,5788.1,4179.1,1609.1,52.4,6407.4,58.0,11045.9,619.2,9.7
1992-02,Men+,6976.2,6250.5,725.7,65.5,7853.4,73.7,10653.2,877.2,11.2
1992-02,Total - Gender,12771.3,10422.6,2348.7,58.8,14268.0,65.7,21706.9,1496.7,10.5
1992-02,Women+,5795.2,4172.1,1623.0,52.4,6414.6,58.0,11053.7,619.4,9.7
1992-03,Men+,6975.6,6242.5,733.1,65.4,7889.8,73.9,10669.3,914.2,11.6
1992-03,Total - Gender,12744.9,10385.7,2359.2,58.6,14299.2,65.8,21735.9,1554.3,10.9
1992-03,Women+,5769.4,4143.2,1626.1,52.1,6409.4,57.9,11066.6,640.0,10.0
1992-04,Men+,6961.3,6229.6,731.7,65.2,7863.8,73.6,10682.1,902.4,11.5
1992-04,Total - Gender,12730.9,10378.9,2352.0,58.5,14260.9,65.5,21759.0,1530.0,10.7
1992-04,Women+,5769.6,4149.3,1620.3,52.1,6397.1,57.8,11076.8,627.5,9.8
1992-05,Men+,6973.4,6252.3,721.1,65.2,7907.4,73.9,10695.5,934.0,11.8
1992-05,Total - Gender,12736.6,10387.8,2348.8,58.5,14301.4,65.7,21782.8,1564.8,10.9
1992-05,Women+,5763.2,4135.5,1627.7,52.0,6394.0,57.7,11087.4,630.8,9.9
1992-06,Men+,6956.3,6223.5,732.8,64.9,7940.3,74.1,10711.3,984.0,12.4
1992-06,Total - Gender,12717.3,10398.7,2318.6,58.3,14350.5,65.8,21811.7,1633.2,11.4
1992-06,Women+,5761.0,4175.2,1585.8,51.9,6410.2,57.7,11100.5,649.2,10.1
1992-07,Men+,6970.1,6233.5,736.6,65.0,7931.7,74.0,10721.8,961.6,12.1
1992-07,Total - Gender,12732.5,10363.4,2369.1,58.3,14354.1,65.7,21835.0,1621.6,11.3
1992-07,Women+,5762.4,4129.8,1632.5,51.9,6422.4,57.8,11113.2,660.0,10.3
1992-08,Men+,6935.0,6188.0,747.0,64.6,7944.6,74.0,10731.8,1009.6,12.7
1992-08,Total - Gender,12693.7,10295.8,2398.0,58.1,14371.5,65.8,21857.6,1677.8,11.7
1992-08,Women+,5758.8,4107.8,1651.0,51.8,6426.9,57.8,11125.8,668.2,10.4
1992-09,Men+,6948.8,6207.9,740.8,64.7,7945.3,74.0,10743.9,996.5,12.5
1992-09,Total - Gender,12700.1,10331.8,2368.3,58.0,14368.2,65.7,21885.1,1668.1,11.6
1992-09,Women+,5751.3,4123.9,1627.4,51.6,6422.9,57.6,11141.2,671.6,10.5
1992-10,Men+,6947.0,6217.9,729.1,64.6,7929.1,73.7,10753.4,982.1,12.4
1992-10,Total - Gender,12713.0,10340.5,2372.5,58.0,14347.2,65.5,21906.4,1634.2,11.4
1992-10,Women+,5766.0,4122.6,1643.4,51.7,6418.1,57.5,11153.0,652.1,10.2
1992-11,Men+,6939.7,6216.3,723.4,64.5,7965.2,74.0,10761.8,1025.6,12.9
1992-11,Total - Gender,12704.8,10348.1,2356.6,57.9,14453.6,65.9,21926.2,1748.9,12.1
1992-11,Women+,5765.1,4131.8,1633.3,51.6,6488.4,58.1,11164.4,723.3,11.1
1992-12,Men+,6953.7,6228.5,725.2,64.6,7928.8,73.6,10770.3,975.1,12.3
1992-12,Total - Gender,12721.9,10341.9,2380.1,58.0,14404.7,65.6,21946.2,1682.7,11.7
1992-12,Women+,5768.2,4113.3,1654.9,51.6,6475.9,57.9,11175.9,707.6,10.9
1993-01,Men+,6980.1,6237.7,742.5,64.7,7914.2,73.4,10780.1,934.0,11.8
1993-01,Total - Gender,12755.0,10369.2,2385.8,58.1,14359.1,65.4,21969.3,1604.1,11.2
1993-01,Women+,5774.9,4131.5,1643.4,51.6,6445.0,57.6,11189.2,670.1,10.4
1993-02,Men+,6992.5,6240.1,752.4,64.8,7899.8,73.2,10789.2,907.3,11.5
1993-02,Total - Gender,12763.2,10352.6,2410.6,58.0,14333.2,65.2,21991.1,1570.0,11.0
1993-02,Women+,5770.7,4112.4,1658.3,51.5,6433.4,57.4,11201.9,662.7,10.3
1993-03,Men+,6992.1,6231.3,760.8,64.8,7922.1,73.4,10798.2,930.0,11.7
1993-03,Total - Gender,12780.7,10370.7,2410.0,58.1,14390.3,65.4,22012.4,1609.6,11.2
1993-03,Women+,5788.6,4139.4,1649.2,51.6,6468.2,57.7,11214.2,679.6,10.5
1993-04,Men+,6986.9,6213.3,773.7,64.7,7934.5,73.4,10806.9,947.6,11.9
1993-04,Total - Gender,12748.8,10328.9,2419.9,57.9,14417.0,65.4,22032.8,1668.2,11.6
1993-04,Women+,5761.9,4115.6,1646.3,51.3,6482.5,57.7,11225.9,720.7,11.1
1993-05,Men+,6987.0,6198.0,789.0,64.6,7944.0,73.4,10815.8,957.0,12.0
1993-05,Total - Gender,12755.9,10283.8,2472.2,57.8,14431.6,65.4,22053.5,1675.7,11.6
1993-05,Women+,5768.9,4085.7,1683.2,51.3,6487.6,57.7,11237.7,718.7,11.1
1993-06,Men+,6984.8,6179.9,805.0,64.5,7971.4,73.6,10828.4,986.5,12.4
1993-06,Total - Gender,12780.0,10277.3,2502.7,57.9,14469.7,65.5,22082.6,1689.7,11.7
1993-06,Women+,5795.1,4097.4,1697.7,51.5,6498.3,57.7,11254.2,703.1,10.8
1993-07,Men+,7000.9,6195.4,805.5,64.6,7974.1,73.6,10838.9,973.1,12.2
1993-07,Total - Gender,12789.6,10290.3,2499.3,57.9,14470.8,65.5,22104.9,1681.2,11.6
1993-07,Women+,5788.6,4094.9,1693.8,51.4,6496.7,57.7,11266.0,708.1,10.9
1993-08,Men+,7005.2,6215.9,789.4,64.6,7945.6,73.2,10851.5,940.3,11.8
1993-08,Total - Gender,12808.1,10336.5,2471.7,57.9,14430.9,65.2,22132.2,1622.8,11.2
1993-08,Women+,5802.9,4120.6,1682.3,51.4,6485.4,57.5,11280.6,682.5,10.5
1993-09,Men+,7002.4,6215.7,786.7,64.5,7983.5,73.5,10862.1,981.1,12.3
1993-09,Total - Gender,12840.5,10363.4,2477.1,58.0,14505.0,65.5,22154.2,1664.5,11.5
1993-09,Women+,5838.1,4147.7,1690.4,51.7,6521.5,57.8,11292.1,683.5,10.5
1993-10,Men+,6998.4,6229.4,769.1,64.4,7937.8,73.0,10871.9,939.3,11.8
1993-10,Total - Gender,12825.3,10369.2,2456.1,57.8,14453.5,65.2,22174.9,1628.2,11.3
1993-10,Women+,5826.9,4139.9,1687.1,51.6,6515.8,57.6,11303.0,688.9,10.6
1993-11,Men+,7018.1,6224.7,793.4,64.5,7962.0,73.2,10880.6,943.9,11.9
1993-11,Total - Gender,12873.9,10379.6,2494.3,58.0,14505.3,65.4,22193.6,1631.4,11.2
1993-11,Women+,5855.8,4154.9,1700.9,51.8,6543.3,57.8,11313.0,687.5,10.5
1993-12,Men+,7013.5,6221.0,792.5,64.4,7954.8,73.0,10889.7,941.3,11.8
1993-12,Total - Gender,12848.4,10358.1,2490.4,57.8,14496.1,65.3,22212.9,1647.7,11.4
1993-12,Women+,5835.0,4137.1,1697.9,51.5,6541.4,57.8,11323.2,706.4,10.8
1994-01,Men+,7011.4,6232.3,779.1,64.3,7971.6,73.1,10899.5,960.2,12.0
1994-01,Total - Gender,12856.4,10373.2,2483.2,57.8,14513.2,65.3,22233.7,1656.8,11.4
1994-01,Women+,5844.9,4140.9,1704.0,51.6,6541.5,57.7,11334.2,696.6,10.6
1994-02,Men+,7042.5,6248.3,794.2,64.6,7978.0,73.1,10910.1,935.5,11.7
1994-02,Total - Gender,12889.5,10397.7,2491.8,57.9,14492.1,65.1,22256.4,1602.6,11.1
1994-02,Women+,5847.0,4149.4,1697.6,51.5,6514.1,57.4,11346.3,667.1,10.2
1994-03,Men+,7061.2,6279.9,781.3,64.7,7944.4,72.7,10920.8,883.2,11.1
1994-03,Total - Gender,12928.6,10422.0,2506.6,58.0,14458.4,64.9,22279.1,1529.8,10.6
1994-03,Women+,5867.4,4142.1,1725.4,51.7,6514.0,57.4,11358.2,646.6,9.9
1994-04,Men+,7083.7,6300.9,782.8,64.8,7994.5,73.1,10932.1,910.8,11.4
1994-04,Total - Gender,12940.7,10454.9,2485.8,58.0,14527.7,65.1,22302.6,1587.0,10.9
1994-04,Women+,5857.0,4154.0,1703.0,51.5,6533.2,57.5,11370.5,676.3,10.4
1994-05,Men+,7126.5,6362.5,764.1,65.1,8009.5,73.2,10946.3,882.9,11.0
1994-05,Total - Gender,13012.4,10548.8,2463.6,58.3,14565.8,65.2,22332.6,1553.4,10.7
1994-05,Women+,5885.9,4186.3,1699.6,51.7,6556.4,57.6,11386.3,670.5,10.2
1994-06,Men+,7135.7,6377.7,758.0,65.1,7995.3,73.0,10957.4,859.6,10.8
1994-06,Total - Gender,13041.5,10570.2,2471.3,58.3,14543.5,65.1,22356.2,1501.9,10.3
1994-06,Women+,5905.8,4192.6,1713.3,51.8,6548.2,57.4,11398.7,642.4,9.8
1994-07,Men+,7171.7,6409.7,762.0,65.4,8015.2,73.1,10969.3,843.5,10.5
1994-07,Total - Gender,13098.5,10617.5,2481.0,58.5,14564.7,65.1,22380.7,1466.3,10.1
1994-07,Women+,5926.8,4207.8,1719.0,51.9,6549.6,57.4,11411.4,622.8,9.5
1994-08,Men+,7181.1,6419.2,761.9,65.4,8031.1,73.1,10984.2,850.0,10.6
1994-08,Total - Gender,13115.2,10628.4,2486.8,58.5,14601.3,65.2,22411.1,1486.0,10.2
1994-08,Women+,5934.1,4209.3,1724.9,51.9,6570.2,57.5,11426.9,636.1,9.7
1994-09,Men+,7201.6,6445.2,756.4,65.5,8063.0,73.3,10995.2,861.4,10.7
1994-09,Total - Gender,13176.9,10689.8,2487.1,58.7,14664.8,65.4,22433.5,1487.9,10.1
1994-09,Women+,5975.3,4244.6,1730.7,52.2,6601.8,57.7,11438.3,626.5,9.5
1994-10,Men+,7203.0,6427.2,775.8,65.4,8025.8,72.9,11006.3,822.8,10.3
1994-10,Total - Gender,13168.8,10692.2,2476.7,58.6,14626.2,65.1,22455.2,1457.4,10.0
1994-10,Women+,5965.8,4265.0,1700.8,52.1,6600.4,57.7,11448.9,634.6,9.6
1994-11,Men+,7254.3,6467.8,786.6,65.8,8075.4,73.3,11017.0,821.1,10.2
1994-11,Total - Gender,13259.2,10803.2,2456.0,59.0,14676.6,65.3,22476.2,1417.5,9.7
1994-11,Women+,6004.9,4335.4,1669.5,52.4,6601.2,57.6,11459.2,596.3,9.0
1994-12,Men+,7220.2,6464.8,755.5,65.5,8028.6,72.8,11026.6,808.4,10.1
1994-12,Total - Gender,13245.8,10814.7,2431.1,58.9,14653.2,65.1,22495.7,1407.4,9.6
1994-12,Women+,6025.6,4350.0,1675.6,52.5,6624.6,57.8,11469.1,599.0,9.0
1995-01,Men+,7251.3,6483.1,768.1,65.7,8038.7,72.8,11041.3,787.5,9.8
1995-01,Total - Gender,13269.5,10802.6,2466.8,58.9,14672.0,65.1,22524.7,1402.6,9.6
1995-01,Women+,6018.2,4319.5,1698.7,52.4,6633.3,57.8,11483.4,615.1,9.3
1995-02,Men+,7248.6,6480.4,768.2,65.6,8029.5,72.7,11051.8,780.9,9.7
1995-02,Total - Gender,13262.3,10813.3,2449.0,58.8,14662.7,65.0,22545.8,1400.4,9.6
1995-02,Women+,6013.7,4332.9,1680.8,52.3,6633.2,57.7,11494.1,619.5,9.3
1995-03,Men+,7262.3,6493.5,768.9,65.6,8064.7,72.9,11063.1,802.4,9.9
1995-03,Total - Gender,13290.5,10839.6,2451.0,58.9,14719.6,65.2,22568.6,1429.1,9.7
1995-03,Women+,6028.2,4346.1,1682.1,52.4,6654.9,57.8,11505.5,626.7,9.4
1995-04,Men+,7254.1,6494.9,759.2,65.5,8043.1,72.6,11075.2,789.0,9.8
1995-04,Total - Gender,13268.9,10793.8,2475.1,58.7,14656.5,64.9,22592.9,1387.7,9.5
1995-04,Women+,6014.8,4298.9,1715.9,52.2,6613.5,57.4,11517.8,598.7,9.1
1995-05,Men+,7239.2,6461.0,778.2,65.3,8039.1,72.5,11090.4,799.9,10.0
1995-05,Total - Gender,13265.8,10755.8,2510.0,58.6,14660.6,64.8,22623.5,1394.7,9.5
1995-05,Women+,6026.7,4294.8,1731.9,52.3,6621.5,57.4,11533.1,594.8,9.0
1995-06,Men+,7244.3,6466.1,778.2,65.2,8039.8,72.4,11102.7,795.5,9.9
1995-06,Total - Gender,13278.2,10770.6,2507.6,58.6,14672.9,64.8,22647.9,1394.7,9.5
1995-06,Women+,6033.9,4304.5,1729.4,52.3,6633.1,57.5,11545.2,599.2,9.0
1995-07,Men+,7248.5,6460.4,788.1,65.2,8055.1,72.5,11114.8,806.6,10.0
1995-07,Total - Gender,13280.6,10784.3,2496.3,58.6,14698.9,64.8,22672.6,1418.3,9.6
1995-07,Women+,6032.1,4323.9,1708.2,52.2,6643.8,57.5,11557.8,611.7,9.2
1995-08,Men+,7261.5,6476.1,785.4,65.2,8056.3,72.4,11129.8,794.8,9.9
1995-08,Total - Gender,13297.8,10801.3,2496.4,58.6,14701.6,64.8,22702.9,1403.8,9.5
1995-08,Women+,6036.3,4325.3,1711.0,52.2,6645.3,57.4,11573.2,609.0,9.2
1995-09,Men+,7272.0,6486.6,785.4,65.3,8038.5,72.2,11141.2,766.5,9.5
1995-09,Total - Gender,13331.2,10813.1,2518.1,58.7,14688.1,64.6,22725.8,1356.9,9.2
1995-09,Women+,6059.2,4326.4,1732.8,52.3,6649.6,57.4,11584.6,590.4,8.9
1995-10,Men+,7279.2,6488.2,791.0,65.3,8057.5,72.2,11153.2,778.3,9.7
1995-10,Total - Gender,13347.0,10842.6,2504.4,58.7,14716.6,64.7,22749.7,1369.6,9.3
1995-10,Women+,6067.8,4354.4,1713.4,52.3,6659.1,57.4,11596.4,591.3,8.9
1995-11,Men+,7275.9,6495.2,780.6,65.2,8034.7,72.0,11164.3,758.8,9.4
1995-11,Total - Gender,13315.0,10790.8,2524.3,58.5,14672.0,64.4,22772.3,1357.0,9.2
1995-11,Women+,6039.2,4295.5,1743.7,52.0,6637.4,57.2,11608.0,598.2,9.0
1995-12,Men+,7298.6,6496.0,802.6,65.3,8079.6,72.3,11174.7,781.0,9.7
1995-12,Total - Gender,13356.8,10793.2,2563.6,58.6,14736.5,64.7,22793.6,1379.7,9.4
1995-12,Women+,6058.2,4297.2,1761.0,52.1,6656.9,57.3,11618.8,598.7,9.0
1996-01,Men+,7309.3,6504.2,805.1,65.3,8104.3,72.5,11185.3,795.0,9.8
1996-01,Total - Gender,13374.5,10815.0,2559.5,58.6,14769.6,64.7,22821.0,1395.1,9.4
1996-01,Women+,6065.2,4310.8,1754.4,52.1,6665.3,57.3,11635.6,600.1,9.0
1996-02,Men+,7309.9,6492.3,817.5,65.3,8112.3,72.4,11197.3,802.4,9.9
1996-02,Total - Gender,13399.4,10827.0,2572.3,58.7,14810.2,64.8,22844.7,1410.8,9.5
1996-02,Women+,6089.5,4334.7,1754.8,52.3,6697.9,57.5,11647.4,608.4,9.1
1996-03,Men+,7294.6,6497.7,796.8,65.1,8099.6,72.3,11209.5,805.0,9.9
1996-03,Total - Gender,13377.2,10833.9,2543.3,58.5,14790.3,64.7,22868.7,1413.1,9.6
1996-03,Women+,6082.6,4336.1,1746.5,52.2,6690.7,57.4,11659.2,608.1,9.1
1996-04,Men+,7315.7,6517.5,798.3,65.2,8095.6,72.1,11221.4,779.8,9.6
1996-04,Total - Gender,13404.1,10865.2,2538.8,58.6,14780.8,64.6,22892.2,1376.7,9.3
1996-04,Women+,6088.3,4347.8,1740.5,52.2,6685.2,57.3,11670.8,596.9,8.9
1996-05,Men+,7312.7,6510.2,802.5,65.1,8098.1,72.1,11236.6,785.5,9.7
1996-05,Total - Gender,13425.6,10867.4,2558.2,58.6,14793.6,64.5,22922.4,1368.0,9.2
1996-05,Women+,6112.9,4357.2,1755.8,52.3,6695.5,57.3,11685.8,582.5,8.7
1996-06,Men+,7307.5,6513.0,794.6,65.0,8130.4,72.3,11248.6,822.9,10.1
1996-06,Total - Gender,13412.9,10865.8,2547.1,58.5,14866.2,64.8,22945.9,1453.3,9.8
1996-06,Women+,6105.3,4352.8,1752.5,52.2,6735.8,57.6,11697.3,630.4,9.4
1996-07,Men+,7341.1,6568.6,772.5,65.2,8150.2,72.4,11263.8,809.2,9.9
1996-07,Total - Gender,13440.4,10907.4,2533.0,58.5,14891.6,64.8,22976.2,1451.2,9.7
1996-07,Women+,6099.3,4338.8,1760.5,52.1,6741.4,57.6,11712.4,642.1,9.5
1996-08,Men+,7349.1,6569.3,779.8,65.2,8125.0,72.1,11275.9,775.9,9.5
1996-08,Total - Gender,13456.6,10929.0,2527.6,58.5,14859.5,64.6,23000.0,1402.9,9.4
1996-08,Women+,6107.5,4359.6,1747.8,52.1,6734.5,57.4,11724.1,627.1,9.3
1996-09,Men+,7310.2,6518.9,791.4,64.7,8124.0,72.0,11290.4,813.8,10.0
1996-09,Total - Gender,13414.4,10855.7,2558.7,58.3,14889.6,64.7,23028.4,1475.2,9.9
1996-09,Women+,6104.2,4336.9,1767.4,52.0,6765.6,57.6,11738.0,661.4,9.8
1996-10,Men+,7311.3,6546.9,764.4,64.7,8137.3,72.0,11301.5,826.0,10.2
1996-10,Total - Gender,13412.8,10872.8,2540.0,58.2,14892.2,64.6,23050.4,1479.3,9.9
1996-10,Women+,6101.5,4325.9,1775.6,51.9,6754.8,57.5,11748.9,653.3,9.7
1996-11,Men+,7325.0,6558.2,766.8,64.7,8152.6,72.1,11312.8,827.6,10.2
1996-11,Total - Gender,13441.5,10872.0,2569.6,58.3,14912.8,64.6,23071.9,1471.3,9.9
1996-11,Women+,6116.6,4313.8,1802.8,52.0,6760.3,57.5,11759.1,643.7,9.5
1996-12,Men+,7343.1,6576.7,766.3,64.9,8158.3,72.1,11322.9,815.3,10.0
1996-12,Total - Gender,13465.7,10872.5,2593.2,58.3,14918.8,64.6,23092.0,1453.1,9.7
1996-12,Women+,6122.6,4295.8,1826.8,52.0,6760.5,57.4,11769.1,637.8,9.4
1997-01,Men+,7375.2,6596.5,778.8,65.1,8167.4,72.1,11334.5,792.1,9.7
1997-01,Total - Gender,13535.9,10948.2,2587.7,58.6,14951.9,64.7,23114.7,1416.0,9.5
1997-01,Women+,6160.7,4351.8,1808.9,52.3,6784.5,57.6,11780.2,623.9,9.2
1997-02,Men+,7376.0,6596.4,779.6,65.0,8181.6,72.1,11344.6,805.6,9.8
1997-02,Total - Gender,13538.1,10930.7,2607.4,58.5,14961.8,64.7,23134.5,1423.7,9.5
1997-02,Women+,6162.1,4334.2,1827.9,52.3,6780.2,57.5,11789.8,618.1,9.1
1997-03,Men+,7383.9,6593.3,790.6,65.0,8170.5,72.0,11355.7,786.7,9.6
1997-03,Total - Gender,13569.8,10937.0,2632.8,58.6,14968.1,64.6,23156.3,1398.2,9.3
1997-03,Women+,6185.9,4343.8,1842.2,52.4,6797.5,57.6,11800.6,611.6,9.0
1997-04,Men+,7366.6,6584.8,781.8,64.8,8160.6,71.8,11370.4,794.0,9.7
1997-04,Total - Gender,13571.2,10959.9,2611.3,58.5,14986.5,64.6,23185.1,1415.3,9.4
1997-04,Women+,6204.6,4375.1,1829.5,52.5,6825.9,57.8,11814.7,621.3,9.1
1997-05,Men+,7431.9,6653.8,778.2,65.3,8217.8,72.2,11382.3,785.8,9.6
1997-05,Total - Gender,13637.2,11028.4,2608.8,58.8,15045.2,64.8,23208.6,1408.0,9.4
1997-05,Women+,6205.3,4374.6,1830.6,52.5,6827.4,57.7,11826.3,622.2,9.1
1997-06,Men+,7465.7,6721.5,744.2,65.5,8210.0,72.0,11396.9,744.3,9.1
1997-06,Total - Gender,13690.0,11133.3,2556.6,58.9,15066.2,64.8,23237.4,1376.2,9.1
1997-06,Women+,6224.3,4411.9,1812.4,52.6,6856.2,57.9,11840.4,631.9,9.2
1997-07,Men+,7485.2,6706.2,779.0,65.6,8231.1,72.1,11409.0,746.0,9.1
1997-07,Total - Gender,13731.5,11080.3,2651.2,59.0,15075.9,64.8,23260.1,1344.4,8.9
1997-07,Women+,6246.3,4374.1,1872.2,52.7,6844.7,57.8,11851.0,598.4,8.7
1997-08,Men+,7523.2,6728.4,794.8,65.9,8270.6,72.4,11421.4,747.4,9.0
1997-08,Total - Gender,13798.9,11124.6,2674.3,59.3,15143.7,65.0,23283.5,1344.8,8.9
1997-08,Women+,6275.7,4396.1,1879.6,52.9,6873.1,57.9,11862.0,597.4,8.7
1997-09,Men+,7547.5,6767.0,780.5,66.0,8290.1,72.5,11436.9,742.6,9.0
1997-09,Total - Gender,13815.9,11221.0,2595.0,59.3,15155.2,65.0,23312.7,1339.3,8.8
1997-09,Women+,6268.5,4454.0,1814.5,52.8,6865.1,57.8,11875.8,596.7,8.7
1997-10,Men+,7567.5,6759.9,807.6,66.1,8301.5,72.5,11449.1,734.0,8.8
1997-10,Total - Gender,13833.1,11206.3,2626.8,59.3,15180.5,65.1,23335.3,1347.4,8.9
1997-10,Women+,6265.6,4446.4,1819.2,52.7,6878.9,57.9,11886.2,613.4,8.9
1997-11,Men+,7576.0,6759.8,816.2,66.1,8308.0,72.5,11460.5,732.1,8.8
1997-11,Total - Gender,13859.5,11233.6,2625.9,59.3,15205.8,65.1,23356.4,1346.3,8.9
1997-11,Women+,6283.5,4473.8,1809.7,52.8,6897.8,58.0,11895.9,614.3,8.9
1997-12,Men+,7578.1,6777.4,800.7,66.1,8293.2,72.3,11470.8,715.1,8.6
1997-12,Total - Gender,13874.9,11295.6,2579.2,59.4,15158.0,64.8,23375.4,1283.1,8.5
1997-12,Women+,6296.8,4518.2,1778.5,52.9,6864.8,57.7,11904.5,568.1,8.3
1998-01,Men+,7563.0,6761.2,801.9,65.9,8293.4,72.2,11483.0,730.4,8.8
1998-01,Total - Gender,13864.8,11286.2,2578.7,59.3,15202.8,65.0,23397.5,1337.9,8.8
1998-01,Women+,6301.8,4525.0,1776.8,52.9,6909.4,58.0,11914.6,607.6,8.8
1998-02,Men+,7576.8,6800.8,776.0,65.9,8289.1,72.1,11494.8,712.3,8.6
1998-02,Total - Gender,13914.5,11327.7,2586.8,59.4,15217.1,65.0,23419.2,1302.6,8.6
1998-02,Women+,6337.7,4526.9,1810.7,53.1,6928.0,58.1,11924.4,590.3,8.5
1998-03,Men+,7584.5,6782.3,802.3,65.9,8280.4,72.0,11505.2,695.9,8.4
1998-03,Total - Gender,13949.4,11328.6,2620.8,59.5,15222.9,64.9,23438.6,1273.4,8.4
1998-03,Women+,6364.9,4546.4,1818.6,53.3,6942.5,58.2,11933.4,577.5,8.3
1998-04,Men+,7587.7,6775.7,812.0,65.9,8288.6,72.0,11516.7,700.9,8.5
1998-04,Total - Gender,13977.6,11322.4,2655.2,59.6,15238.5,65.0,23459.9,1260.9,8.3
1998-04,Women+,6389.9,4546.8,1843.2,53.5,6949.9,58.2,11943.2,560.0,8.1
1998-05,Men+,7606.3,6807.5,798.7,66.0,8304.9,72.0,11528.6,698.6,8.4
1998-05,Total - Gender,13993.3,11366.9,2626.4,59.6,15257.6,65.0,23482.1,1264.3,8.3
1998-05,Women+,6387.1,4559.3,1827.7,53.4,6952.7,58.2,11953.5,565.6,8.1
1998-06,Men+,7608.5,6791.2,817.3,65.9,8327.0,72.1,11543.3,718.6,8.6
1998-06,Total - Gender,14005.8,11383.5,2622.3,59.6,15284.1,65.0,23509.5,1278.2,8.4
1998-06,Women+,6397.3,4592.3,1805.1,53.5,6957.0,58.1,11966.2,559.7,8.0
1998-07,Men+,7622.8,6786.8,836.1,66.0,8350.1,72.3,11552.7,727.2,8.7
1998-07,Total - Gender,14063.8,11392.9,2670.9,59.8,15333.4,65.2,23528.9,1269.6,8.3
1998-07,Women+,6441.0,4606.1,1834.8,53.8,6983.3,58.3,11976.2,542.4,7.8
1998-08,Men+,7640.1,6832.7,807.4,66.1,8339.4,72.1,11561.7,699.3,8.4
1998-08,Total - Gender,14101.7,11441.7,2660.0,59.9,15341.4,65.2,23547.6,1239.7,8.1
1998-08,Women+,6461.6,4609.0,1852.6,53.9,7002.0,58.4,11985.9,540.4,7.7
1998-09,Men+,7647.0,6851.9,795.1,66.1,8356.8,72.2,11573.8,709.7,8.5
1998-09,Total - Gender,14140.7,11473.4,2667.3,60.0,15405.4,65.4,23572.2,1264.7,8.2
