ref_date,emplFullMen+,emplFullTotal - Gender,emplFullWomen+,emplMen+,emplPartMen+,emplPartTotal - Gender,emplPartWomen+,emplRateMen+,emplRateTotal - Gender,emplRateWomen+,emplTotal - Gender,emplWomen+,labForceMen+,labForceTotal - Gender,labForceWomen+,participRateMen+,participRateTotal - Gender,participRateWomen+,populationMen+,populationTotal - Gender,populationWomen+,unemplMen+,unemplRateMen+,unemplRateTotal - Gender,unemplRateWomen+,unemplTotal - Gender,unemplWomen+
1985-01,6053.2,9555.1,3501.9,6623.9,570.7,1926.6,1355.9,68.3,58.2,48.4,11481.7,4857.8,7428.7,12846.4,5417.8,76.6,65.1,54.0,9702.2,19730.9,10028.6,804.8,10.8,10.6,10.3,1364.7,559.9
1985-02,6040.4,9562.2,3521.7,6629.4,588.9,1944.2,1355.2,68.3,58.3,48.6,11506.3,4876.9,7425.9,12892.3,5466.4,76.5,65.3,54.5,9710.7,19748.6,10037.9,796.5,10.7,10.8,10.8,1386.0,589.4
1985-03,6060.1,9576.7,3516.6,6644.1,584.0,1954.7,1370.7,68.4,58.3,48.6,11531.4,4887.3,7471.5,12952.9,5481.3,76.9,65.5,54.6,9719.0,19766.5,10047.5,827.4,11.1,11.0,10.8,1421.4,594.1
1985-04,6086.6,9597.0,3510.4,6668.7,582.1,1974.5,1392.4,68.5,58.5,48.7,11571.5,4902.8,7463.9,12975.9,5512.0,76.7,65.6,54.8,9730.0,19789.4,10059.4,795.2,10.7,10.8,11.1,1404.4,609.2
1985-05,6100.2,9646.0,3545.8,6696.7,596.5,1967.7,1371.2,68.8,58.6,48.8,11613.7,4917.0,7478.9,12985.5,5506.5,76.8,65.6,54.7,9739.2,19809.0,10069.7,782.2,10.5,10.6,10.7,1371.8,589.5
1985-06,6112.4,9648.2,3535.8,6694.1,581.6,1978.8,1397.1,68.7,58.6,48.9,11627.0,4932.9,7495.9,13018.3,5522.4,76.9,65.7,54.8,9748.7,19828.7,10080.0,801.8,10.7,10.7,10.7,1391.3,589.5
1985-07,6134.1,9679.7,3545.6,6727.3,593.2,2001.4,1408.2,68.9,58.8,49.1,11681.1,4953.8,7498.6,13039.5,5540.9,76.8,65.7,54.9,9760.3,19852.4,10092.1,771.3,10.3,10.4,10.6,1358.4,587.1
1985-08,6121.4,9695.5,3574.1,6732.2,610.8,2016.6,1405.8,68.9,58.9,49.3,11712.1,4979.9,7500.9,13060.2,5559.4,76.8,65.7,55.0,9770.0,19872.8,10102.8,768.7,10.2,10.3,10.4,1348.1,579.5
1985-09,6138.5,9716.6,3578.1,6721.2,582.8,2006.7,1424.0,68.7,58.9,49.4,11723.3,5002.1,7469.5,13055.1,5585.6,76.4,65.6,55.2,9782.5,19898.7,10116.2,748.2,10.0,10.2,10.4,1331.7,583.5
1985-10,6149.5,9759.8,3610.4,6725.5,576.0,1994.2,1418.2,68.7,59.0,49.7,11754.0,5028.6,7505.5,13109.4,5603.9,76.6,65.8,55.3,9792.4,19919.1,10126.7,780.1,10.4,10.3,10.3,1355.4,575.3
1985-11,6189.2,9810.0,3620.8,6776.5,587.3,2009.0,1421.7,69.1,59.3,49.7,11819.0,5042.5,7531.5,13169.2,5637.7,76.8,66.0,55.6,9802.3,19939.6,10137.3,755.0,10.0,10.3,10.6,1350.2,595.2
1985-12,6208.6,9866.8,3658.2,6794.9,586.4,1993.8,1407.4,69.3,59.4,49.9,11860.5,5065.6,7546.2,13186.6,5640.4,76.9,66.1,55.6,9811.2,19958.2,10147.0,751.3,10.0,10.1,10.2,1326.1,574.8
1986-01,6245.5,9911.1,3665.6,6822.4,576.8,1992.4,1415.6,69.5,59.6,50.0,11903.5,5081.1,7553.4,13203.7,5650.2,76.9,66.1,55.6,9822.1,19981.2,10159.1,731.1,9.7,9.8,10.1,1300.2,569.1
1986-02,6249.2,9918.6,3669.4,6824.5,575.3,1999.3,1424.0,69.4,59.6,50.1,11917.9,5093.4,7558.0,13221.7,5663.7,76.9,66.1,55.7,9830.5,19999.0,10168.6,733.5,9.7,9.9,10.1,1303.8,570.3
1986-03,6250.2,9929.9,3679.7,6835.2,585.0,1996.4,1411.4,69.5,59.6,50.0,11926.3,5091.1,7565.9,13224.9,5659.0,76.9,66.1,55.6,9839.0,20017.2,10178.2,730.7,9.7,9.8,10.0,1298.6,567.9
1986-04,6262.7,9957.4,3694.7,6885.1,622.4,2050.8,1428.3,69.9,59.9,50.3,12008.1,5123.0,7600.9,13292.3,5691.4,77.2,66.3,55.8,9850.5,20041.3,10190.8,715.8,9.4,9.7,10.0,1284.2,568.4
1986-05,6253.9,9954.4,3700.5,6862.4,608.5,2022.8,1414.3,69.6,59.7,50.1,11977.2,5114.8,7574.9,13236.7,5661.8,76.8,66.0,55.5,9860.3,20062.1,10201.8,712.5,9.4,9.5,9.7,1259.5,547.0
1986-06,6251.8,9976.2,3724.4,6862.0,610.2,2040.7,1430.5,69.5,59.8,50.5,12016.9,5154.9,7585.6,13289.8,5704.1,76.8,66.2,55.8,9872.3,20087.6,10215.2,723.7,9.5,9.6,9.6,1272.9,549.2
1986-07,6244.1,10001.9,3757.8,6862.1,618.0,2015.2,1397.2,69.4,59.8,50.4,12017.1,5155.0,7582.8,13288.4,5705.6,76.7,66.1,55.8,9881.2,20105.9,10224.8,720.7,9.5,9.6,9.7,1271.3,550.6
1986-08,6245.7,10000.5,3754.8,6865.3,619.5,2024.2,1404.6,69.4,59.8,50.4,12024.7,5159.4,7593.9,13302.2,5708.3,76.8,66.1,55.8,9889.7,20124.5,10234.8,728.7,9.6,9.6,9.6,1277.5,548.9
1986-09,6243.2,9982.9,3739.8,6879.0,635.9,2052.2,1416.4,69.5,59.7,50.3,12035.2,5156.1,7603.4,13300.5,5697.1,76.8,66.0,55.6,9900.2,20147.1,10246.9,724.3,9.5,9.5,9.5,1265.3,541.0
1986-10,6265.4,10006.5,3741.1,6895.9,630.4,2053.1,1422.6,69.6,59.8,50.3,12059.6,5163.7,7596.4,13313.1,5716.7,76.7,66.0,55.7,9908.8,20165.8,10257.0,700.5,9.2,9.4,9.7,1253.5,553.0
1986-11,6288.1,10033.8,3745.7,6914.7,626.6,2048.2,1421.6,69.7,59.9,50.3,12082.0,5167.3,7612.8,13332.8,5720.0,76.8,66.1,55.7,9917.1,20183.9,10266.7,698.1,9.2,9.4,9.7,1250.8,552.7
1986-12,6289.6,10018.2,3728.6,6915.3,625.7,2061.5,1435.8,69.7,59.8,50.3,12079.7,5164.4,7626.6,13346.6,5719.9,76.8,66.1,55.7,9925.9,20202.6,10276.7,711.3,9.3,9.5,9.7,1266.9,555.5
1987-01,6299.8,10059.0,3759.2,6912.8,613.0,2043.0,1430.0,69.6,59.8,50.4,12102.0,5189.1,7623.0,13376.2,5753.2,76.7,66.1,55.9,9936.3,20225.3,10289.0,710.2,9.3,9.5,9.8,1274.3,564.1
1987-02,6323.3,10091.6,3768.3,6927.2,603.9,2039.8,1435.9,69.6,59.9,50.5,12131.4,5204.2,7636.4,13406.7,5770.3,76.8,66.2,56.0,9947.0,20248.6,10301.6,709.2,9.3,9.5,9.8,1275.3,566.1
1987-03,6371.5,10169.2,3797.7,6954.9,583.4,2012.8,1429.4,69.9,60.1,50.7,12182.0,5227.2,7648.5,13441.3,5792.8,76.8,66.3,56.2,9956.4,20268.9,10312.5,693.6,9.1,9.4,9.8,1259.3,565.7
1987-04,6381.5,10186.9,3805.4,6979.9,598.5,2042.6,1444.1,70.0,60.3,50.8,12229.5,5249.5,7657.9,13466.6,5808.7,76.8,66.4,56.3,9966.3,20289.9,10323.6,678.0,8.9,9.2,9.6,1237.1,559.2
1987-05,6408.3,10219.9,3811.6,7010.3,602.0,2065.8,1463.8,70.3,60.5,51.0,12285.7,5275.4,7670.0,13486.8,5816.8,76.9,66.4,56.3,9976.4,20311.5,10335.1,659.7,8.6,8.9,9.3,1201.1,541.4
1987-06,6410.0,10261.3,3851.3,7020.2,610.2,2058.1,1447.8,70.3,60.6,51.2,12319.4,5299.2,7675.4,13523.2,5847.8,76.8,66.5,56.5,9989.5,20339.2,10349.7,655.2,8.5,8.9,9.4,1203.8,548.6
1987-07,6432.9,10293.6,3860.7,7024.8,591.9,2051.9,1460.1,70.3,60.6,51.4,12345.5,5320.8,7666.9,13524.7,5857.8,76.7,66.4,56.5,9999.6,20360.6,10361.0,642.2,8.4,8.7,9.2,1179.2,537.0
1987-08,6444.8,10326.5,3881.7,7037.8,593.0,2049.7,1456.7,70.3,60.7,51.5,12376.2,5338.4,7678.0,13543.2,5865.1,76.7,66.4,56.5,10009.6,20381.6,10372.0,640.3,8.3,8.6,9.0,1167.0,526.8
1987-09,6459.9,10378.3,3918.4,7065.9,606.0,2043.6,1437.6,70.5,60.9,51.6,12421.9,5356.1,7691.2,13568.0,5876.8,76.7,66.5,56.6,10022.5,20408.3,10385.7,625.4,8.1,8.4,8.9,1146.1,520.7
1987-10,6463.3,10426.9,3963.6,7099.9,636.6,2060.5,1423.9,70.8,61.1,51.8,12487.4,5387.5,7713.3,13617.0,5903.7,76.9,66.7,56.8,10032.2,20428.5,10396.2,613.4,8.0,8.3,8.7,1129.7,516.2
1987-11,6477.8,10429.2,3951.5,7116.5,638.8,2090.2,1451.4,70.9,61.2,51.9,12519.4,5402.8,7713.8,13632.6,5918.8,76.8,66.7,56.9,10041.9,20448.3,10406.5,597.2,7.7,8.2,8.7,1113.2,516.0
1987-12,6518.9,10478.6,3959.7,7147.6,628.7,2104.7,1476.1,71.1,61.5,52.2,12583.3,5435.8,7743.8,13680.4,5936.6,77.0,66.8,57.0,10050.8,20467.1,10416.2,596.3,7.7,8.0,8.4,1097.1,500.8
1988-01,6544.5,10494.5,3949.9,7161.0,616.4,2107.5,1491.0,71.2,61.5,52.2,12601.9,5441.0,7759.7,13708.4,5948.7,77.1,66.9,57.0,10061.3,20489.4,10428.1,598.7,7.7,8.1,8.5,1106.5,507.8
1988-02,6542.4,10530.0,3987.7,7172.3,629.9,2112.6,1482.7,71.2,61.6,52.4,12642.6,5470.4,7749.5,13711.0,5961.5,76.9,66.8,57.1,10071.5,20510.8,10439.3,577.2,7.4,7.8,8.2,1068.4,491.1
1988-03,6544.6,10520.4,3975.7,7181.7,637.0,2142.3,1505.2,71.2,61.7,52.5,12662.6,5481.0,7758.7,13730.4,5971.7,77.0,66.9,57.1,10080.6,20530.0,10449.4,577.1,7.4,7.8,8.2,1067.8,490.7
1988-04,6551.5,10532.7,3981.2,7170.8,619.3,2143.4,1524.1,71.1,61.7,52.6,12676.0,5505.3,7745.3,13732.3,5986.9,76.8,66.8,57.2,10090.4,20550.6,10460.3,574.5,7.4,7.7,8.0,1056.2,481.7
1988-05,6541.3,10572.5,4031.2,7164.1,622.8,2107.2,1484.4,70.9,61.6,52.7,12679.7,5515.7,7745.0,13747.1,6002.1,76.7,66.8,57.3,10103.6,20577.9,10474.4,580.9,7.5,7.8,8.1,1067.4,486.5
1988-06,6547.7,10577.4,4029.7,7163.1,615.4,2120.7,1505.3,70.8,61.6,52.8,12698.1,5535.1,7723.6,13742.0,6018.4,76.4,66.7,57.4,10114.2,20600.0,10485.8,560.5,7.3,7.6,8.0,1043.9,483.4
1988-07,6579.3,10615.1,4035.7,7174.6,595.3,2096.8,1501.5,70.9,61.6,52.7,12711.8,5537.2,7741.0,13781.5,6040.5,76.5,66.8,57.5,10124.6,20622.0,10497.4,566.4,7.3,7.8,8.3,1069.6,503.3
1988-08,6563.0,10584.0,4021.0,7179.9,616.9,2136.1,1519.1,70.8,61.6,52.7,12720.0,5540.1,7740.7,13797.7,6056.9,76.4,66.8,57.6,10138.0,20650.4,10512.4,560.9,7.2,7.8,8.5,1077.6,516.8
1988-09,6516.2,10544.3,4028.1,7170.2,654.0,2188.5,1534.5,70.7,61.6,52.9,12732.8,5562.7,7750.9,13816.8,6065.9,76.4,66.8,57.6,10148.3,20672.5,10524.2,580.7,7.5,7.8,8.3,1084.0,503.2
1988-10,6542.0,10592.4,4050.4,7170.3,628.3,2172.6,1544.4,70.6,61.7,53.1,12765.0,5594.7,7760.5,13842.9,6082.4,76.4,66.9,57.7,10158.1,20693.6,10535.5,590.3,7.6,7.8,8.0,1077.9,487.6
1988-11,6563.3,10608.7,4045.4,7198.1,634.9,2187.1,1552.3,70.8,61.8,53.1,12795.8,5597.7,7774.1,13872.6,6098.6,76.5,67.0,57.8,10167.7,20714.3,10546.7,576.0,7.4,7.8,8.2,1076.8,500.9
1988-12,6588.5,10684.3,4095.9,7222.6,634.1,2165.1,1530.9,71.0,62.0,53.3,12849.4,5626.8,7792.1,13884.5,6092.4,76.6,67.0,57.7,10177.2,20734.5,10557.4,569.4,7.3,7.5,7.6,1035.1,465.6
1989-01,6615.2,10742.1,4126.9,7261.1,645.9,2179.9,1534.0,71.3,62.2,53.5,12922.0,5660.9,7831.1,13971.6,6140.6,76.8,67.3,58.1,10190.5,20763.1,10572.6,570.0,7.3,7.5,7.8,1049.6,479.6
1989-02,6633.5,10754.1,4120.5,7277.9,644.3,2182.8,1538.4,71.4,62.2,53.5,12936.8,5659.0,7857.0,13997.7,6140.7,77.0,67.4,58.0,10200.0,20783.3,10583.3,579.2,7.4,7.6,7.8,1060.8,481.7
1989-03,6642.7,10796.8,4154.1,7299.8,657.1,2185.6,1528.5,71.5,62.4,53.6,12982.4,5682.6,7883.9,14041.5,6157.5,77.2,67.5,58.1,10210.4,20805.4,10595.0,584.2,7.4,7.5,7.7,1059.1,474.9
1989-04,6647.7,10803.8,4156.1,7285.2,637.5,2156.1,1518.5,71.3,62.2,53.5,12959.9,5674.7,7879.3,14049.7,6170.3,77.1,67.5,58.2,10221.2,20828.2,10607.1,594.1,7.5,7.8,8.0,1089.8,495.7
1989-05,6667.9,10836.7,4168.8,7284.1,616.3,2125.5,1509.3,71.2,62.1,53.4,12962.2,5678.1,7866.5,14039.6,6173.1,76.9,67.3,58.1,10235.4,20858.6,10623.2,582.4,7.4,7.7,8.0,1077.4,495.0
1989-06,6669.1,10837.9,4168.8,7290.4,621.3,2141.5,1520.2,71.1,62.2,53.5,12979.4,5689.1,7869.7,14030.7,6161.0,76.8,67.2,57.9,10247.1,20883.0,10635.9,579.3,7.4,7.5,7.7,1051.3,472.0
1989-07,6683.1,10896.0,4212.9,7284.9,601.8,2083.8,1482.0,71.0,62.1,53.5,12979.8,5694.9,7855.8,14025.9,6170.1,76.6,67.1,57.9,10259.3,20907.8,10648.6,570.8,7.3,7.5,7.7,1046.1,475.2
1989-08,6709.4,10932.4,4223.0,7310.1,600.7,2096.7,1496.0,71.1,62.2,53.6,13029.1,5719.0,7863.7,14058.8,6195.1,76.5,67.1,58.1,10274.7,20938.9,10664.1,553.6,7.0,7.3,7.7,1029.7,476.1
1989-09,6664.3,10854.4,4190.2,7310.1,645.9,2175.1,1529.2,71.1,62.2,53.6,13029.5,5719.4,7870.2,14062.1,6191.9,76.5,67.1,58.0,10287.0,20963.6,10676.6,560.0,7.1,7.3,7.6,1032.6,472.5
1989-10,6661.1,10869.5,4208.4,7302.7,641.6,2165.0,1523.4,70.9,62.1,53.6,13034.5,5731.8,7856.3,14048.5,6192.3,76.3,66.9,57.9,10301.8,20993.6,10691.9,553.5,7.0,7.2,7.4,1014.0,460.5
1989-11,6653.6,10859.8,4206.2,7311.0,657.4,2199.9,1542.5,70.9,62.1,53.7,13059.7,5748.7,7891.2,14114.9,6223.8,76.5,67.2,58.1,10313.4,21017.0,10703.6,580.1,7.4,7.5,7.6,1055.2,475.1
1989-12,6637.2,10866.5,4229.3,7302.1,664.9,2200.3,1535.4,70.7,62.1,53.8,13066.8,5764.7,7899.1,14150.0,6251.0,76.5,67.3,58.3,10324.6,21039.1,10714.6,597.0,7.6,7.7,7.8,1083.2,486.3
1990-01,6662.2,10907.2,4245.0,7318.1,655.9,2194.2,1538.3,70.8,62.2,53.9,13101.4,5783.3,7946.4,14220.5,6274.1,76.9,67.5,58.5,10337.0,21064.5,10727.5,628.3,7.9,7.9,7.8,1119.1,490.8
1990-02,6672.0,10930.7,4258.7,7338.2,666.2,2204.2,1538.0,70.9,62.3,54.0,13134.9,5796.7,7937.9,14228.5,6290.6,76.7,67.5,58.6,10347.7,21085.8,10738.1,599.7,7.6,7.7,7.9,1093.6,493.9
1990-03,6650.7,10903.5,4252.8,7333.8,683.1,2222.6,1539.5,70.8,62.2,53.9,13126.1,5792.3,7908.5,14159.9,6251.4,76.3,67.1,58.2,10359.6,21109.5,10749.9,574.7,7.3,7.3,7.3,1033.8,459.1
1990-04,6656.2,10930.1,4273.9,7332.8,676.6,2211.1,1534.6,70.7,62.2,53.9,13141.3,5808.5,7928.3,14218.1,6289.8,76.4,67.2,58.4,10376.2,21142.7,10766.5,595.5,7.5,7.6,7.7,1076.8,481.3
1990-05,6629.5,10919.4,4289.9,7298.2,668.7,2182.5,1513.8,70.2,61.9,53.8,13101.9,5803.7,7908.1,14207.1,6299.0,76.1,67.1,58.4,10390.0,21170.0,10780.0,609.9,7.7,7.8,7.9,1105.2,495.3
1990-06,6633.7,10935.8,4302.1,7296.1,662.4,2198.6,1536.3,70.1,62.0,54.1,13134.4,5838.3,7892.6,14215.2,6322.6,75.9,67.1,58.6,10403.6,21197.5,10793.9,596.5,7.6,7.6,7.7,1080.8,484.2
1990-07,6635.6,10948.4,4312.8,7282.3,646.7,2165.1,1518.5,69.9,61.8,53.9,13113.6,5831.3,7913.1,14242.1,6329.0,75.9,67.1,58.5,10420.6,21233.1,10812.5,630.7,8.0,7.9,7.9,1128.5,497.8
1990-08,6629.0,10922.2,4293.2,7269.9,640.9,2178.1,1537.2,69.7,61.6,53.8,13100.3,5830.4,7923.3,14262.0,6338.7,75.9,67.1,58.5,10433.2,21261.0,10827.7,653.4,8.2,8.1,8.0,1161.8,508.3
1990-09,6605.2,10842.4,4237.3,7269.2,664.0,2247.0,1583.0,69.6,61.5,53.7,13089.5,5820.3,7954.2,14307.6,6353.4,76.2,67.2,58.6,10444.7,21286.8,10842.1,685.1,8.6,8.5,8.4,1218.1,533.0
1990-10,6563.7,10789.4,4225.7,7235.7,672.0,2250.0,1578.0,69.2,61.2,53.4,13039.3,5803.7,7940.2,14299.4,6359.2,75.9,67.1,58.6,10458.5,21317.2,10858.6,704.6,8.9,8.8,8.7,1260.1,555.6
1990-11,6522.2,10727.2,4205.0,7191.1,668.9,2258.1,1589.2,68.7,60.8,53.3,12985.3,5794.2,7929.7,14291.6,6362.0,75.7,67.0,58.5,10470.1,21342.5,10872.3,738.5,9.3,9.1,8.9,1306.3,567.8
1990-12,6463.9,10655.9,4192.0,7157.9,694.0,2278.8,1584.9,68.3,60.5,53.1,12934.7,5776.9,7934.5,14289.8,6355.3,75.7,66.9,58.4,10480.7,21366.2,10885.5,776.6,9.8,9.5,9.1,1355.0,578.4
1991-01,6432.8,10596.0,4163.2,7122.0,689.2,2298.2,1609.0,67.9,60.3,52.9,12894.2,5772.2,7923.1,14291.8,6368.7,75.5,66.8,58.4,10493.4,21394.7,10901.3,801.1,10.1,9.8,9.4,1397.6,596.5
1991-02,6391.7,10551.3,4159.6,7085.1,693.4,2293.9,1600.4,67.4,60.0,52.8,12845.1,5760.0,7928.1,14297.0,6368.9,75.5,66.8,58.4,10504.3,21418.6,10914.3,842.9,10.6,10.2,9.6,1451.8,608.9
1991-03,6352.9,10517.2,4164.3,7041.0,688.1,2292.1,1603.9,67.0,59.7,52.8,12809.2,5768.2,7910.2,14308.8,6398.6,75.2,66.7,58.6,10515.7,21443.8,10928.1,869.2,11.0,10.5,9.9,1499.5,630.4
1991-04,6353.1,10506.1,4153.0,7069.7,716.6,2344.6,1628.0,67.1,59.8,52.8,12850.7,5781.0,7927.1,14326.1,6399.0,75.3,66.7,58.5,10530.0,21475.8,10945.8,857.4,10.8,10.3,9.7,1475.4,618.0
1991-05,6374.4,10575.5,4201.1,7075.9,701.6,2304.4,1602.8,67.1,59.9,53.0,12879.9,5804.0,7931.2,14347.1,6415.8,75.2,66.7,58.5,10542.1,21502.0,10960.0,855.3,10.8,10.2,9.5,1467.2,611.9
1991-06,6367.8,10557.5,4189.7,7074.7,706.9,2328.8,1621.9,67.0,59.9,53.0,12886.3,5811.6,7950.0,14396.7,6446.8,75.3,66.9,58.7,10553.9,21528.2,10974.3,875.3,11.0,10.5,9.9,1510.4,635.1
1991-07,6347.4,10508.3,4161.0,7071.8,724.4,2364.0,1639.5,66.9,59.7,52.8,12872.3,5800.5,7945.7,14383.0,6437.3,75.2,66.7,58.6,10567.5,21553.8,10986.4,873.9,11.0,10.5,9.9,1510.7,636.8
1991-08,6333.3,10508.8,4175.4,7065.3,732.0,2367.5,1635.5,66.8,59.7,52.9,12876.2,5810.9,7949.6,14388.0,6438.4,75.2,66.7,58.6,10577.2,21571.3,10994.1,884.3,11.1,10.5,9.7,1511.7,627.4
1991-09,6327.3,10521.6,4194.3,7058.5,731.2,2333.7,1602.6,66.6,59.5,52.7,12855.4,5796.9,7921.9,14333.3,6411.4,74.8,66.4,58.3,10591.0,21595.6,11004.5,863.4,10.9,10.3,9.6,1477.9,614.6
1991-10,6333.1,10523.0,4189.8,7063.5,730.3,2338.1,1607.7,66.6,59.5,52.6,12861.0,5797.6,7920.6,14340.6,6420.0,74.7,66.3,58.3,10601.8,21614.4,11012.6,857.1,10.8,10.3,9.7,1479.6,622.4
1991-11,6316.8,10491.4,4174.5,7043.9,727.1,2331.9,1604.8,66.4,59.3,52.4,12823.2,5779.3,7899.3,14304.1,6404.8,74.4,66.1,58.1,10615.0,21638.0,11023.1,855.4,10.8,10.4,9.8,1480.9,625.5
1991-12,6323.0,10498.1,4175.1,7028.5,705.5,2312.2,1606.7,66.1,59.1,52.4,12810.2,5781.7,7887.8,14286.1,6398.3,74.2,65.9,58.0,10629.0,21663.5,11034.5,859.3,10.9,10.3,9.6,1475.9,616.5
1992-01,6262.5,10441.5,4179.1,7002.1,739.6,2348.7,1609.1,65.8,59.0,52.4,12790.2,5788.1,7872.7,14280.1,6407.4,74.0,65.8,58.0,10643.1,21689.1,11045.9,870.6,11.1,10.4,9.7,1489.8,619.2
1992-02,6250.5,10422.6,4172.1,6976.2,725.7,2348.7,1623.0,65.5,58.8,52.4,12771.3,5795.2,7853.4,14268.0,6414.6,73.7,65.7,58.0,10653.2,21706.9,11053.7,877.2,11.2,10.5,9.7,1496.7,619.4
1992-03,6242.5,10385.7,4143.2,6975.6,733.1,2359.2,1626.1,65.4,58.6,52.1,12744.9,5769.4,7889.8,14299.2,6409.4,73.9,65.8,57.9,10669.3,21735.9,11066.6,914.2,11.6,10.9,10.0,1554.3,640.0
1992-04,6229.6,10378.9,4149.3,6961.3,731.7,2352.0,1620.3,65.2,58.5,52.1,12730.9,5769.6,7863.8,14260.9,6397.1,73.6,65.5,57.8,10682.1,21759.0,11076.8,902.4,11.5,10.7,9.8,1530.0,627.5
1992-05,6252.3,10387.8,4135.5,6973.4,721.1,2348.8,1627.7,65.2,58.5,52.0,12736.6,5763.2,7907.4,14301.4,6394.0,73.9,65.7,57.7,10695.5,21782.8,11087.4,934.0,11.8,10.9,9.9,1564.8,630.8
1992-06,6223.5,10398.7,4175.2,6956.3,732.8,2318.6,1585.8,64.9,58.3,51.9,12717.3,5761.0,7940.3,14350.5,6410.2,74.1,65.8,57.7,10711.3,21811.7,11100.5,984.0,12.4,11.4,10.1,1633.2,649.2
1992-07,6233.5,10363.4,4129.8,6970.1,736.6,2369.1,1632.5,65.0,58.3,51.9,12732.5,5762.4,7931.7,14354.1,6422.4,74.0,65.7,57.8,10721.8,21835.0,11113.2,961.6,12.1,11.3,10.3,1621.6,660.0
1992-08,6188.0,10295.8,4107.8,6935.0,747.0,2398.0,1651.0,64.6,58.1,51.8,12693.7,5758.8,7944.6,14371.5,6426.9,74.0,65.8,57.8,10731.8,21857.6,11125.8,1009.6,12.7,11.7,10.4,1677.8,668.2
1992-09,6207.9,10331.8,4123.9,6948.8,740.8,2368.3,1627.4,64.7,58.0,51.6,12700.1,5751.3,7945.3,14368.2,6422.9,74.0,65.7,57.6,10743.9,21885.1,11141.2,996.5,12.5,11.6,10.5,1668.1,671.6
1992-10,6217.9,10340.5,4122.6,6947.0,729.1,2372.5,1643.4,64.6,58.0,51.7,12713.0,5766.0,7929.1,14347.2,6418.1,73.7,65.5,57.5,10753.4,21906.4,11153.0,982.1,12.4,11.4,10.2,1634.2,652.1
1992-11,6216.3,10348.1,4131.8,6939.7,723.4,2356.6,1633.3,64.5,57.9,51.6,12704.8,5765.1,7965.2,14453.6,6488.4,74.0,65.9,58.1,10761.8,21926.2,11164.4,1025.6,12.9,12.1,11.1,1748.9,723.3
1992-12,6228.5,10341.9,4113.3,6953.7,725.2,2380.1,1654.9,64.6,58.0,51.6,12721.9,5768.2,7928.8,14404.7,6475.9,73.6,65.6,57.9,10770.3,21946.2,11175.9,975.1,12.3,11.7,10.9,1682.7,707.6
1993-01,6237.7,10369.2,4131.5,6980.1,742.5,2385.8,1643.4,64.7,58.1,51.6,12755.0,5774.9,7914.2,14359.1,6445.0,73.4,65.4,57.6,10780.1,21969.3,11189.2,934.0,11.8,11.2,10.4,1604.1,670.1
1993-02,6240.1,10352.6,4112.4,6992.5,752.4,2410.6,1658.3,64.8,58.0,51.5,12763.2,5770.7,7899.8,14333.2,6433.4,73.2,65.2,57.4,10789.2,21991.1,11201.9,907.3,11.5,11.0,10.3,1570.0,662.7
1993-03,6231.3,10370.7,4139.4,6992.1,760.8,2410.0,1649.2,64.8,58.1,51.6,12780.7,5788.6,7922.1,14390.3,6468.2,73.4,65.4,57.7,10798.2,22012.4,11214.2,930.0,11.7,11.2,10.5,1609.6,679.6
1993-04,6213.3,10328.9,4115.6,6986.9,773.7,2419.9,1646.3,64.7,57.9,51.3,12748.8,5761.9,7934.5,14417.0,6482.5,73.4,65.4,57.7,10806.9,22032.8,11225.9,947.6,11.9,11.6,11.1,1668.2,720.7
1993-05,6198.0,10283.8,4085.7,6987.0,789.0,2472.2,1683.2,64.6,57.8,51.3,12755.9,5768.9,7944.0,14431.6,6487.6,73.4,65.4,57.7,10815.8,22053.5,11237.7,957.0,12.0,11.6,11.1,1675.7,718.7
1993-06,6179.9,10277.3,4097.4,6984.8,805.0,2502.7,1697.7,64.5,57.9,51.5,12780.0,5795.1,7971.4,14469.7,6498.3,73.6,65.5,57.7,10828.4,22082.6,11254.2,986.5,12.4,11.7,10.8,1689.7,703.1
1993-07,6195.4,10290.3,4094.9,7000.9,805.5,2499.3,1693.8,64.6,57.9,51.4,12789.6,5788.6,7974.1,14470.8,6496.7,73.6,65.5,57.7,10838.9,22104.9,11266.0,973.1,12.2,11.6,10.9,1681.2,708.1
1993-08,6215.9,10336.5,4120.6,7005.2,789.4,2471.7,1682.3,64.6,57.9,51.4,12808.1,5802.9,7945.6,14430.9,6485.4,73.2,65.2,57.5,10851.5,22132.2,11280.6,940.3,11.8,11.2,10.5,1622.8,682.5
1993-09,6215.7,10363.4,4147.7,7002.4,786.7,2477.1,1690.4,64.5,58.0,51.7,12840.5,5838.1,7983.5,14505.0,6521.5,73.5,65.5,57.8,10862.1,22154.2,11292.1,981.1,12.3,11.5,10.5,1664.5,683.5
1993-10,6229.4,10369.2,4139.9,6998.4,769.1,2456.1,1687.1,64.4,57.8,51.6,12825.3,5826.9,7937.8,14453.5,6515.8,73.0,65.2,57.6,10871.9,22174.9,11303.0,939.3,11.8,11.3,10.6,1628.2,688.9
1993-11,6224.7,10379.6,4154.9,7018.1,793.4,2494.3,1700.9,64.5,58.0,51.8,12873.9,5855.8,7962.0,14505.3,6543.3,73.2,65.4,57.8,10880.6,22193.6,11313.0,943.9,11.9,11.2,10.5,1631.4,687.5
